ep2zone1	Capsule	S4EP2FX_075_S1C4_44.OGG
ep2zone1	Coop01	S4EP2FX_202_332_V1_1028.OGG
ep2zone1	Coop02	S4EP2FX_203_V2_1207.OGG
ep2zone1	Coop04	S4EP2FX_205_V1_1201_COOP_SPIN_ST.OGG
ep2zone1	Coop05	S4EP2FX_206_V6_1225.OGG
ep2zone1	Countdown	S4EP2FX_005_SHSY13_22.OGG
ep2zone1	Cursol	S4EP2FX_000_SHSY07_22.OGG
ep2zone1	D_wall01	S4EP2FX_160X_S2_37_44_1208V2.OGG
ep2zone1	D_wall02	S4EP2FX_161X_S2_44_4B_1208V2.OGG
ep2zone1	Damage1	S4EP2FX_013_S1A3_44.OGG
ep2zone1	Damage2	S4EP2FX_022_S1A6_44.OGG
ep2zone1	Damage3	S4EP2FX_014_S1B2_44.OGG
ep2zone1	Dash1	S4EP2FX_020_SKB6_44.OGG
ep2zone1	Dash2	S4EP2FX_021_SK3C_44.OGG
ep2zone1	DashPanel	S4EP2FX_069_SHCN000B_22.OGG
ep2zone1	Double01	S4EP2FX_207_V2_1217.OGG
ep2zone1	Double02	S4EP2FX_208_V2_1207.OGG
ep2zone1	Double03	S4EP2FX_209_V2_1217.OGG
ep2zone1	Enemy	S4EP2FX_017a_S2_3441_44.OGG
ep2zone1	GoalPanel	S4EP2FX_074_S1CF_44.OGG
ep2zone1	Homing	S4EP2FX_015_SHPLSP01_22.OGG
ep2zone1	ItemBox_Dbl	S4EP2FX_266_V2 1210.OGG
ep2zone1	Jetwall01	S4EP2FX_169_V4_1223.OGG
ep2zone1	Jetwall02	S4EP2FX_170X_S3_4C.OGG
ep2zone1	Jetwall04	S4EP2FX_172X_S3_7E_1208V2.OGG
ep2zone1	Jetwall05	S4EP2FX_173X_S3_6D_1208V2.OGG
ep2zone1	Jump	S4EP2FX_009_SK62_44.OGG
ep2zone1	LockedOn	S4EP2FX_144a_COLORS_OBJ_LOCKON_22.OGG
ep2zone1	MS_Dash2	S4EP2FX_216_V1_1207.OGG
ep2zone1	MS_Spin	S4EP2FX_217_V1_1207.OGG
ep2zone1	Marker	S4EP2FX_073_S1A1_44.OGG
ep2zone1	Ok	S4EP2FX_001_SHSY08_22.OGG
ep2zone1	Pause	S4EP2FX_004_SHSY10_22.OGG
ep2zone1	Plr01	S4EP2FX_176_V3_1221.OGG
ep2zone1	Pstand01	S4EP2FX_164X_S3_7D_1210V3.OGG
ep2zone1	Pstand02	S4EP2FX_165X_S3_77_1208V2.OGG
ep2zone1	Pstand03	S4EP2FX_166X_S3_4B_1208V2.OGG
ep2zone1	Result1	S4EP2FX_006_S1CD_44.OGG
ep2zone1	Result2	S4EP2FX_007_S1C5_44.OGG
ep2zone1	Ring1	S4EP2FX_011_SK33_44.OGG
ep2zone1	Ring1L	S4EP2FX_112a_S2_2235_44L.OGG
ep2zone1	Ring1R	S4EP2FX_113a_S2_2235_44R.OGG
ep2zone1	Ring2	S4EP2FX_012_SKB9_44.OGG
ep2zone1	Rotary_sw01	S4EP2FX_167X_S3_C1_1208V2.OGG
